Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
физ. лицо,списание средств,2723.59,безналичный,Гомель,Приорбанк-BFPJ-928,30-08-2015,23:44:51,недостаточно средств,да,260.44
юр. лицо,списание средств,4060.77,безналичный,Брест,Приорбанк-JOSU-542,17-02-2012,21:48:33,недостаточно средств,нет,0.0
физ. лицо,списание средств,2238.31,безналичный,Гомель,Беларусбанк-VWIC-531,11-02-2003,05:00:42,недостаточно средств,нет,0.0
физ. лицо,списание средств,3976.26,безналичный,Брест,МаксБанк-UDCQ-881,17-11-2005,02:56:17,недостаточно средств,да,318.42
физ. лицо,списание средств,2394.5,наличный,Могилев,Беларусбанк-DYCG-984,18-06-2005,19:29:31,недостаточно средств,нет,0.0
физ. лицо,списание средств,1158.33,наличный,Минск,Беларусбанк-NTTS-907,13-05-2010,09:20:02,недостаточно средств,нет,0.0
физ. лицо,списание средств,3842.66,безналичный,Минск,Белинвестбанк-TTWD-683,15-01-2017,07:36:57,недостаточно средств,да,298.26
физ. лицо,списание средств,47.8,безналичный,Гомель,БелАгропромбанк-LHAE-146,20-03-2022,21:59:57,недостаточно средств,да,1.35
юр. лицо,списание средств,4430.96,безналичный,Могилев,БелАгропромбанк-HOSH-811,03-03-2018,18:42:57,недостаточно средств,нет,0.0
физ. лицо,списание средств,4012.29,наличный,Минск,Приорбанк-JGRT-631,17-01-2011,06:40:57,недостаточно средств,да,313.34
физ. лицо,списание средств,311.9,наличный,Брест,Беларусбанк-FKQB-182,12-04-2024,18:31:01,недостаточно средств,да,3.75
физ. лицо,списание средств,3103.87,безналичный,Гродно,МаксБанк-WNVZ-044,06-09-2019,19:24:35,недостаточно средств,нет,0.0
юр. лицо,списание средств,2312.05,наличный,Витебск,БелАгропромбанк-NOFM-129,20-02-2001,07:01:18,недостаточно средств,да,159.49
юр. лицо,списание средств,255.65,наличный,Минск,Приорбанк-EBQO-320,20-07-2020,15:24:42,недостаточно средств,нет,0.0
юр. лицо,списание средств,1325.27,безналичный,Могилев,Белинвестбанк-SQYU-487,22-11-2001,13:00:14,недостаточно средств,нет,0.0
юр. лицо,списание средств,2482.59,наличный,Минск,Белинвестбанк-SEZF-516,02-08-2008,22:44:54,недостаточно средств,нет,0.0
юр. лицо,списание средств,936.92,наличный,Брест,Беларусбанк-CSUL-692,16-09-2016,06:09:42,недостаточно средств,да,83.15
юр. лицо,списание средств,3286.97,безналичный,Витебск,Белинвестбанк-WCUY-637,11-03-2005,20:23:18,недостаточно средств,нет,0.0
физ. лицо,списание средств,4989.96,наличный,Витебск,Приорбанк-KGSI-273,16-04-2007,16:43:40,недостаточно средств,да,136.82
физ. лицо,списание средств,4607.62,безналичный,Гомель,МаксБанк-BRQN-397,02-12-2002,23:38:35,недостаточно средств,нет,0.0
юр. лицо,списание средств,2488.84,наличный,Гомель,Приорбанк-LTER-375,16-09-2003,17:48:42,недостаточно средств,нет,0.0
физ. лицо,списание средств,1990.24,наличный,Гродно,БелАгропромбанк-PJDB-634,20-03-2024,13:09:39,недостаточно средств,да,163.38
физ. лицо,списание средств,3108.32,безналичный,Брест,БелАгропромбанк-CUVW-206,11-09-2014,15:37:06,недостаточно средств,да,32.97
физ. лицо,списание средств,739.24,безналичный,Гродно,МаксБанк-FKGL-545,14-02-2011,03:04:46,недостаточно средств,да,13.69
юр. лицо,списание средств,2655.33,наличный,Минск,Беларусбанк-IZBU-654,07-05-2009,00:00:42,недостаточно средств,да,97.97
физ. лицо,списание средств,688.32,наличный,Гродно,Беларусбанк-GFBQ-823,04-12-2021,19:50:34,недостаточно средств,да,65.92
юр. лицо,списание средств,2963.12,наличный,Гомель,МаксБанк-FAML-232,25-01-2011,03:48:27,недостаточно средств,нет,0.0
физ. лицо,списание средств,1530.41,наличный,Брест,Приорбанк-HFUT-507,19-01-2017,15:58:01,недостаточно средств,да,68.48
физ. лицо,списание средств,4416.35,безналичный,Могилев,БелАгропромбанк-DZZD-399,05-11-2018,18:30:46,недостаточно средств,нет,0.0
юр. лицо,списание средств,3356.28,наличный,Витебск,МаксБанк-UQHY-176,16-07-2020,09:42:37,недостаточно средств,нет,0.0
юр. лицо,списание средств,4787.8,наличный,Минск,МаксБанк-EUQT-412,14-09-2014,21:28:01,недостаточно средств,да,382.0
юр. лицо,списание средств,3751.95,безналичный,Минск,МаксБанк-FZBT-963,18-04-2018,14:49:17,недостаточно средств,нет,0.0
физ. лицо,списание средств,2806.49,наличный,Гродно,БелАгропромбанк-DUAI-083,18-12-2012,22:49:27,недостаточно средств,нет,0.0
физ. лицо,списание средств,2713.33,безналичный,Гродно,Беларусбанк-NQIN-361,25-10-2023,22:00:45,недостаточно средств,да,56.3
физ. лицо,списание средств,4416.57,наличный,Минск,МаксБанк-LDRX-436,20-06-2002,04:09:36,недостаточно средств,нет,0.0
физ. лицо,списание средств,4960.1,безналичный,Витебск,Приорбанк-JFAX-559,20-01-2008,14:01:34,недостаточно средств,нет,0.0
юр. лицо,списание средств,2548.88,безналичный,Минск,МаксБанк-IRXA-867,01-04-2020,08:35:39,недостаточно средств,нет,0.0
физ. лицо,списание средств,2194.75,безналичный,Могилев,БелАгропромбанк-YKGU-001,31-01-2023,21:33:00,недостаточно средств,нет,0.0
юр. лицо,списание средств,340.39,безналичный,Гродно,Белинвестбанк-SEKO-098,12-06-2009,01:49:38,недостаточно средств,да,16.45
юр. лицо,списание средств,318.69,безналичный,Могилев,БелАгропромбанк-REDL-981,08-12-2020,10:01:15,недостаточно средств,нет,0.0
юр. лицо,списание средств,2687.4,безналичный,Гродно,МаксБанк-XMLH-890,04-08-2000,18:19:48,недостаточно средств,да,100.46
физ. лицо,списание средств,2888.97,безналичный,Брест,БелАгропромбанк-OLQF-010,24-07-2021,04:11:09,недостаточно средств,да,68.04
физ. лицо,списание средств,1665.72,наличный,Витебск,Приорбанк-WYEW-629,17-05-2007,02:29:06,недостаточно средств,да,137.49
юр. лицо,списание средств,1650.68,безналичный,Витебск,Приорбанк-CKMC-069,19-11-2002,17:02:13,недостаточно средств,нет,0.0
физ. лицо,списание средств,3835.91,безналичный,Витебск,Беларусбанк-MQZX-218,14-11-2014,11:22:28,недостаточно средств,нет,0.0
физ. лицо,списание средств,1431.36,наличный,Витебск,Белинвестбанк-ROKH-730,19-01-2012,01:42:32,недостаточно средств,да,51.64
юр. лицо,списание средств,1540.97,безналичный,Витебск,МаксБанк-LSZL-913,16-08-2000,21:53:10,недостаточно средств,нет,0.0
физ. лицо,списание средств,4358.73,безналичный,Гродно,Беларусбанк-ZYLA-584,18-12-2013,18:18:31,недостаточно средств,нет,0.0
юр. лицо,списание средств,1794.96,наличный,Минск,Беларусбанк-HBOR-352,29-05-2005,17:11:57,недостаточно средств,нет,0.0
юр. лицо,списание средств,3462.79,наличный,Гомель,Беларусбанк-EFTY-176,25-07-2001,07:18:32,недостаточно средств,нет,0.0
юр. лицо,списание средств,1115.53,наличный,Витебск,Приорбанк-MEQY-734,29-08-2022,21:51:07,недостаточно средств,нет,0.0
физ. лицо,списание средств,172.33,наличный,Минск,Белинвестбанк-XUYY-081,06-06-2013,05:19:10,недостаточно средств,да,10.16
юр. лицо,списание средств,4707.09,наличный,Минск,МаксБанк-HXXU-837,24-10-2001,07:54:23,недостаточно средств,да,466.18
юр. лицо,списание средств,4675.6,безналичный,Гродно,МаксБанк-VGPY-874,24-11-2013,20:46:14,недостаточно средств,нет,0.0
юр. лицо,списание средств,580.02,наличный,Минск,МаксБанк-YYJQ-172,13-04-2021,18:56:20,недостаточно средств,нет,0.0
физ. лицо,списание средств,397.63,безналичный,Могилев,БелАгропромбанк-ILXS-719,02-05-2003,19:21:06,недостаточно средств,нет,0.0
физ. лицо,списание средств,4603.14,наличный,Гродно,Приорбанк-WJCZ-471,17-01-2002,01:53:46,недостаточно средств,да,311.74
физ. лицо,списание средств,318.57,наличный,Витебск,МаксБанк-VTUO-926,03-12-2020,23:16:14,недостаточно средств,да,29.34
физ. лицо,списание средств,1018.57,наличный,Могилев,Приорбанк-MOOA-660,09-11-2005,16:04:12,недостаточно средств,да,12.78
юр. лицо,списание средств,2621.82,наличный,Могилев,Белинвестбанк-SJFI-085,05-08-2007,13:45:58,недостаточно средств,нет,0.0
физ. лицо,списание средств,1121.54,наличный,Витебск,БелАгропромбанк-BUVI-962,21-02-2011,19:51:35,недостаточно средств,да,62.16
юр. лицо,списание средств,3088.61,наличный,Минск,МаксБанк-CONQ-377,05-04-2010,13:46:57,недостаточно средств,да,67.17
юр. лицо,списание средств,1465.76,наличный,Витебск,МаксБанк-JMNB-391,11-11-2015,12:34:27,недостаточно средств,нет,0.0
физ. лицо,списание средств,3826.28,безналичный,Брест,Белинвестбанк-XVQH-709,02-03-2023,00:25:34,недостаточно средств,нет,0.0
юр. лицо,списание средств,4331.79,наличный,Минск,Белинвестбанк-ECSC-299,11-08-2011,15:16:58,недостаточно средств,да,46.27
физ. лицо,списание средств,2072.93,безналичный,Витебск,МаксБанк-YRAF-424,01-02-2000,06:32:31,недостаточно средств,нет,0.0
юр. лицо,списание средств,4269.49,безналичный,Минск,Беларусбанк-IZJY-012,05-07-2011,20:08:25,недостаточно средств,нет,0.0
физ. лицо,списание средств,2767.63,безналичный,Брест,Беларусбанк-HBBT-169,26-03-2017,04:49:21,недостаточно средств,нет,0.0
физ. лицо,списание средств,848.47,наличный,Гродно,Белинвестбанк-BBCY-207,28-10-2013,20:02:55,недостаточно средств,нет,0.0
юр. лицо,списание средств,3461.35,наличный,Минск,БелАгропромбанк-XDBB-961,21-02-2005,22:51:08,недостаточно средств,да,272.37
физ. лицо,списание средств,4737.58,безналичный,Гомель,Приорбанк-SDOX-506,25-01-2011,12:35:54,недостаточно средств,да,261.45
физ. лицо,списание средств,2709.66,безналичный,Гомель,БелАгропромбанк-FLKY-537,19-04-2015,15:24:13,недостаточно средств,нет,0.0
физ. лицо,списание средств,804.3,наличный,Брест,БелАгропромбанк-ZXRJ-212,13-10-2018,10:17:40,недостаточно средств,нет,0.0
юр. лицо,списание средств,3665.35,безналичный,Могилев,БелАгропромбанк-ICGT-524,26-07-2012,15:18:20,недостаточно средств,да,309.81
юр. лицо,списание средств,1273.54,наличный,Брест,МаксБанк-MFAO-888,21-08-2007,21:29:51,недостаточно средств,да,106.36
юр. лицо,списание средств,3727.17,безналичный,Могилев,БелАгропромбанк-JHWL-057,03-05-2007,20:34:24,недостаточно средств,нет,0.0
юр. лицо,списание средств,2784.71,безналичный,Витебск,Беларусбанк-GUDB-936,10-05-2023,02:41:53,недостаточно средств,да,171.47
физ. лицо,списание средств,627.82,безналичный,Гродно,Белинвестбанк-XXWU-190,04-04-2019,08:14:53,недостаточно средств,да,57.75
юр. лицо,списание средств,1950.84,наличный,Могилев,БелАгропромбанк-JPUK-472,20-12-2018,18:20:54,недостаточно средств,нет,0.0
физ. лицо,списание средств,2830.04,безналичный,Могилев,МаксБанк-PNCO-258,18-12-2012,08:39:05,недостаточно средств,да,179.51
юр. лицо,списание средств,2077.58,безналичный,Гомель,БелАгропромбанк-OEUK-472,06-04-2023,01:34:42,недостаточно средств,нет,0.0
юр. лицо,списание средств,222.68,наличный,Брест,БелАгропромбанк-FKJE-883,26-02-2011,12:39:54,недостаточно средств,нет,0.0
юр. лицо,списание средств,698.81,наличный,Минск,Беларусбанк-KFNO-968,27-07-2000,04:43:57,недостаточно средств,нет,0.0
юр. лицо,списание средств,1109.96,наличный,Гомель,Приорбанк-JJPA-447,10-12-2024,22:52:33,недостаточно средств,нет,0.0
юр. лицо,списание средств,3292.4,наличный,Могилев,Приорбанк-YMKE-890,06-02-2004,16:26:10,недостаточно средств,да,135.38
юр. лицо,списание средств,1688.42,наличный,Гомель,МаксБанк-ITYQ-507,18-08-2001,20:47:18,недостаточно средств,да,133.16
юр. лицо,списание средств,1500.97,безналичный,Минск,Беларусбанк-EVWG-807,25-05-2003,03:30:20,недостаточно средств,да,46.62
физ. лицо,списание средств,29.25,безналичный,Брест,БелАгропромбанк-FOXT-929,02-04-2021,00:29:18,недостаточно средств,нет,0.0
физ. лицо,списание средств,252.51,наличный,Гродно,Приорбанк-HOJS-226,30-10-2023,18:45:52,недостаточно средств,да,5.5
физ. лицо,списание средств,4384.9,безналичный,Витебск,БелАгропромбанк-ONAN-694,14-02-2005,00:07:18,недостаточно средств,да,51.03
юр. лицо,списание средств,1519.28,наличный,Брест,БелАгропромбанк-DLGW-718,25-07-2004,11:33:36,недостаточно средств,да,41.5
физ. лицо,списание средств,3950.63,наличный,Гомель,Приорбанк-JCXN-337,06-05-2020,03:30:11,недостаточно средств,нет,0.0
физ. лицо,списание средств,1360.24,наличный,Витебск,Приорбанк-WVBC-704,20-09-2024,02:08:20,недостаточно средств,нет,0.0
юр. лицо,списание средств,4451.17,безналичный,Гомель,МаксБанк-LGXY-538,12-06-2021,22:10:35,недостаточно средств,да,47.11
физ. лицо,списание средств,274.0,безналичный,Гомель,БелАгропромбанк-PBGB-704,30-08-2020,14:04:06,недостаточно средств,нет,0.0
физ. лицо,списание средств,4777.44,наличный,Брест,МаксБанк-OVPE-052,11-02-2012,20:52:19,недостаточно средств,да,146.67
физ. лицо,списание средств,1032.05,наличный,Гомель,Приорбанк-CPBJ-291,11-04-2011,17:28:43,недостаточно средств,да,18.01
физ. лицо,списание средств,3656.62,безналичный,Могилев,Белинвестбанк-NUZE-947,06-02-2000,23:10:17,недостаточно средств,нет,0.0
физ. лицо,списание средств,4246.18,наличный,Гомель,Белинвестбанк-DCEB-001,06-10-2001,11:00:17,недостаточно средств,нет,0.0
физ. лицо,списание средств,2478.55,безналичный,Могилев,Беларусбанк-INTK-094,05-11-2019,19:12:06,недостаточно средств,нет,0.0
физ. лицо,списание средств,4945.17,наличный,Гомель,Белинвестбанк-NUUV-142,06-09-2008,17:50:49,недостаточно средств,да,166.23
юр. лицо,списание средств,3173.56,наличный,Минск,Белинвестбанк-XVKG-272,27-03-2020,14:32:38,недостаточно средств,да,55.78
юр. лицо,списание средств,2439.95,безналичный,Минск,Белинвестбанк-ZAKN-469,07-05-2020,16:04:28,недостаточно средств,нет,0.0
физ. лицо,списание средств,2054.24,наличный,Могилев,БелАгропромбанк-LJBU-173,18-12-2002,07:40:05,недостаточно средств,да,123.41
юр. лицо,списание средств,4156.82,безналичный,Могилев,Приорбанк-RGDD-569,10-08-2009,21:30:41,недостаточно средств,нет,0.0
физ. лицо,списание средств,2219.86,наличный,Гомель,Приорбанк-HTFA-455,05-06-2006,10:03:18,недостаточно средств,да,161.46
физ. лицо,списание средств,137.5,безналичный,Брест,МаксБанк-LJNF-184,16-12-2017,22:41:58,недостаточно средств,нет,0.0
юр. лицо,списание средств,3542.19,наличный,Гомель,МаксБанк-ZONE-351,01-07-2001,23:34:13,недостаточно средств,нет,0.0
юр. лицо,списание средств,28.94,наличный,Витебск,Беларусбанк-XZMB-510,04-10-2019,05:39:24,недостаточно средств,да,1.02
юр. лицо,списание средств,918.71,наличный,Гомель,Белинвестбанк-JVAS-114,10-07-2007,09:44:48,недостаточно средств,нет,0.0
юр. лицо,списание средств,370.85,наличный,Гродно,Приорбанк-YGRM-704,15-10-2019,09:19:22,недостаточно средств,да,36.45
юр. лицо,списание средств,4482.65,безналичный,Минск,МаксБанк-EDRR-058,24-12-2017,03:40:34,недостаточно средств,да,48.37
юр. лицо,списание средств,1936.85,безналичный,Гродно,БелАгропромбанк-NVMA-095,03-01-2006,12:58:57,недостаточно средств,да,188.81
физ. лицо,списание средств,2050.75,безналичный,Могилев,Приорбанк-GHXV-753,18-02-2018,19:02:54,недостаточно средств,нет,0.0
физ. лицо,списание средств,2713.37,наличный,Брест,Беларусбанк-DUTY-760,10-06-2016,14:55:52,недостаточно средств,да,54.46
юр. лицо,списание средств,1341.46,наличный,Могилев,Беларусбанк-ASNR-491,07-12-2019,21:18:39,недостаточно средств,да,38.47
физ. лицо,списание средств,3832.4,безналичный,Гродно,Приорбанк-POPY-071,05-05-2003,18:21:28,недостаточно средств,нет,0.0
юр. лицо,списание средств,2810.24,наличный,Витебск,МаксБанк-FZOY-569,21-05-2013,12:42:04,недостаточно средств,да,90.7
физ. лицо,списание средств,73.42,наличный,Гомель,Беларусбанк-UNMU-663,12-09-2000,22:00:38,недостаточно средств,нет,0.0
физ. лицо,списание средств,850.89,наличный,Витебск,Приорбанк-SXEK-406,12-09-2006,04:40:06,недостаточно средств,нет,0.0
юр. лицо,списание средств,97.54,безналичный,Гомель,Приорбанк-OTRQ-186,22-12-2010,22:14:00,недостаточно средств,да,3.6
юр. лицо,списание средств,292.18,безналичный,Минск,БелАгропромбанк-LBPF-075,24-02-2011,16:19:47,недостаточно средств,да,25.63
юр. лицо,списание средств,1147.95,безналичный,Могилев,Приорбанк-NIEI-441,25-07-2019,11:03:02,недостаточно средств,да,65.45
юр. лицо,списание средств,4953.92,наличный,Брест,Белинвестбанк-GTSM-928,13-04-2003,23:14:15,недостаточно средств,нет,0.0
юр. лицо,списание средств,3959.93,безналичный,Гомель,БелАгропромбанк-UNBW-500,06-08-2012,17:10:26,недостаточно средств,да,91.95
юр. лицо,списание средств,2046.79,безналичный,Брест,Беларусбанк-NDQM-006,04-06-2002,13:04:39,недостаточно средств,нет,0.0
физ. лицо,списание средств,4101.32,наличный,Минск,Приорбанк-PGVS-173,17-05-2012,05:29:22,недостаточно средств,нет,0.0
физ. лицо,списание средств,649.09,безналичный,Могилев,Приорбанк-MAXN-476,06-10-2015,02:36:05,недостаточно средств,нет,0.0
физ. лицо,списание средств,2465.29,наличный,Гомель,Белинвестбанк-EUJQ-575,13-05-2017,05:03:52,недостаточно средств,нет,0.0
юр. лицо,списание средств,1014.03,безналичный,Минск,Приорбанк-LFDR-122,08-08-2020,07:00:31,недостаточно средств,нет,0.0
юр. лицо,списание средств,2615.29,безналичный,Гомель,БелАгропромбанк-HOLV-526,01-12-2019,22:41:58,недостаточно средств,нет,0.0
физ. лицо,списание средств,3656.53,наличный,Брест,Беларусбанк-ZDZT-407,07-06-2007,07:11:00,недостаточно средств,да,81.65
юр. лицо,списание средств,798.72,безналичный,Минск,МаксБанк-VUTD-610,10-07-2012,11:11:47,недостаточно средств,нет,0.0
юр. лицо,списание средств,2053.98,безналичный,Брест,БелАгропромбанк-CDBD-480,14-09-2015,06:10:40,недостаточно средств,нет,0.0
юр. лицо,списание средств,2063.62,безналичный,Гомель,Белинвестбанк-FZSA-969,31-08-2011,17:14:48,недостаточно средств,да,100.7
физ. лицо,списание средств,768.04,наличный,Минск,БелАгропромбанк-LJCI-681,22-07-2019,23:14:55,недостаточно средств,да,70.08
юр. лицо,списание средств,3585.72,безналичный,Могилев,Белинвестбанк-LKLU-219,08-06-2006,11:44:59,недостаточно средств,да,130.09
юр. лицо,списание средств,2637.74,безналичный,Гродно,Белинвестбанк-MPMR-424,11-02-2002,02:34:15,недостаточно средств,нет,0.0
физ. лицо,списание средств,2027.52,безналичный,Могилев,Белинвестбанк-GMRG-106,01-08-2008,20:12:00,недостаточно средств,да,197.95
физ. лицо,списание средств,4704.19,наличный,Брест,Белинвестбанк-JHSM-861,09-12-2020,08:29:21,недостаточно средств,нет,0.0
юр. лицо,списание средств,2139.29,наличный,Брест,Белинвестбанк-XXSB-560,19-10-2022,23:18:23,недостаточно средств,нет,0.0
физ. лицо,списание средств,4454.0,наличный,Гомель,МаксБанк-LRRI-883,20-07-2001,15:48:02,недостаточно средств,да,360.13
физ. лицо,списание средств,3347.71,безналичный,Брест,БелАгропромбанк-HNTB-774,25-10-2015,10:21:08,недостаточно средств,нет,0.0
физ. лицо,списание средств,2034.04,наличный,Могилев,Беларусбанк-FDSA-139,06-05-2020,20:47:39,недостаточно средств,да,189.95
физ. лицо,списание средств,2118.16,безналичный,Витебск,Белинвестбанк-UMJI-883,06-07-2004,11:14:30,недостаточно средств,нет,0.0
физ. лицо,списание средств,4920.44,безналичный,Витебск,Белинвестбанк-QAVM-911,09-07-2004,21:35:10,недостаточно средств,нет,0.0
физ. лицо,списание средств,266.16,безналичный,Могилев,БелАгропромбанк-DVOW-449,28-01-2014,12:40:53,недостаточно средств,нет,0.0
юр. лицо,списание средств,2879.99,безналичный,Гродно,МаксБанк-XOZL-444,11-04-2003,01:49:32,недостаточно средств,да,271.2
юр. лицо,списание средств,2191.42,наличный,Витебск,Беларусбанк-KXBY-824,31-03-2022,02:57:41,недостаточно средств,да,30.84
физ. лицо,списание средств,4162.54,безналичный,Минск,Белинвестбанк-XFWA-932,30-08-2009,03:42:45,недостаточно средств,да,211.08
физ. лицо,списание средств,2156.26,наличный,Витебск,Беларусбанк-LGWN-698,31-08-2009,09:34:13,недостаточно средств,да,96.6
юр. лицо,списание средств,2155.52,безналичный,Гродно,Приорбанк-LRMJ-199,28-05-2006,03:52:52,недостаточно средств,нет,0.0
юр. лицо,списание средств,2567.67,наличный,Гомель,БелАгропромбанк-NPMK-546,12-02-2003,19:17:11,недостаточно средств,да,122.14
юр. лицо,списание средств,3120.99,безналичный,Брест,Беларусбанк-LGVF-755,13-02-2012,16:41:05,недостаточно средств,да,247.79
физ. лицо,списание средств,4607.72,наличный,Гомель,Белинвестбанк-DOIY-877,23-10-2006,14:50:41,недостаточно средств,да,254.27
юр. лицо,списание средств,472.31,безналичный,Могилев,Белинвестбанк-QQSA-480,30-04-2023,12:48:12,недостаточно средств,да,9.54
юр. лицо,списание средств,2399.33,безналичный,Минск,Беларусбанк-LSJC-730,01-04-2006,04:22:15,недостаточно средств,нет,0.0
юр. лицо,списание средств,1888.72,наличный,Минск,БелАгропромбанк-BBDR-590,13-11-2021,01:32:41,недостаточно средств,да,163.45
физ. лицо,списание средств,893.71,наличный,Гродно,Беларусбанк-HUVY-602,07-10-2001,03:23:35,недостаточно средств,да,57.07
физ. лицо,списание средств,2787.15,безналичный,Гродно,Приорбанк-UYVX-724,12-02-2016,12:20:01,недостаточно средств,нет,0.0
юр. лицо,списание средств,2958.43,безналичный,Гродно,Приорбанк-QWBB-234,08-07-2019,09:07:40,недостаточно средств,нет,0.0
юр. лицо,списание средств,2770.73,наличный,Витебск,БелАгропромбанк-UJLA-986,10-01-2013,14:24:55,недостаточно средств,нет,0.0
юр. лицо,списание средств,577.33,наличный,Гродно,Беларусбанк-WLQO-854,06-04-2002,20:02:58,недостаточно средств,нет,0.0
физ. лицо,списание средств,3052.0,наличный,Гомель,БелАгропромбанк-TEGJ-910,14-11-2003,23:04:47,недостаточно средств,нет,0.0
юр. лицо,списание средств,1209.18,безналичный,Гомель,БелАгропромбанк-MFLE-420,21-05-2024,12:32:14,недостаточно средств,да,30.42
юр. лицо,списание средств,1509.05,безналичный,Минск,МаксБанк-GNOJ-474,14-09-2008,19:49:57,недостаточно средств,нет,0.0
юр. лицо,списание средств,562.6,безналичный,Гродно,БелАгропромбанк-ZKZI-638,07-06-2005,11:11:20,недостаточно средств,нет,0.0
физ. лицо,списание средств,2360.28,безналичный,Могилев,Приорбанк-NFNE-848,11-10-2013,14:11:17,недостаточно средств,да,163.32
юр. лицо,списание средств,2015.06,безналичный,Витебск,Беларусбанк-RARQ-081,17-09-2015,05:31:30,недостаточно средств,да,20.63
юр. лицо,списание средств,20.69,безналичный,Гродно,МаксБанк-FWFQ-434,26-11-2024,23:35:04,недостаточно средств,да,1.02
физ. лицо,списание средств,4785.89,безналичный,Минск,МаксБанк-CQVS-174,10-03-2023,09:14:14,недостаточно средств,да,384.8
физ. лицо,списание средств,3527.52,безналичный,Могилев,Приорбанк-BRFO-189,27-04-2006,11:35:07,недостаточно средств,да,228.25
физ. лицо,списание средств,3625.07,безналичный,Могилев,Приорбанк-VYDD-670,08-03-2008,19:16:28,недостаточно средств,нет,0.0
физ. лицо,списание средств,2119.35,наличный,Минск,Приорбанк-STCZ-815,15-04-2002,03:57:39,недостаточно средств,нет,0.0
юр. лицо,списание средств,80.74,безналичный,Могилев,БелАгропромбанк-IACO-034,30-06-2022,01:16:25,недостаточно средств,нет,0.0
физ. лицо,списание средств,3456.22,безналичный,Витебск,Приорбанк-SWCP-935,17-03-2020,12:59:50,недостаточно средств,да,49.33
юр. лицо,списание средств,2535.9,наличный,Минск,Приорбанк-LCUJ-483,09-01-2011,13:09:23,недостаточно средств,да,209.38
физ. лицо,списание средств,2634.82,наличный,Могилев,Приорбанк-VMRI-195,06-08-2024,17:44:37,недостаточно средств,нет,0.0
физ. лицо,списание средств,4757.33,безналичный,Гродно,Белинвестбанк-RPAQ-255,19-08-2002,04:53:56,недостаточно средств,нет,0.0
физ. лицо,списание средств,1085.64,безналичный,Гродно,БелАгропромбанк-MPPL-375,11-06-2012,17:44:27,недостаточно средств,да,82.24
физ. лицо,списание средств,1252.26,безналичный,Брест,Белинвестбанк-IHRW-107,06-10-2007,01:37:08,недостаточно средств,да,58.94
физ. лицо,списание средств,4222.97,безналичный,Витебск,Беларусбанк-DZUL-212,07-02-2021,02:18:28,недостаточно средств,да,266.59
физ. лицо,списание средств,2819.44,безналичный,Минск,Приорбанк-ZQDP-915,25-02-2015,04:56:10,недостаточно средств,да,205.8
юр. лицо,списание средств,3014.59,наличный,Могилев,МаксБанк-AHUK-058,17-01-2006,01:59:15,недостаточно средств,нет,0.0
физ. лицо,списание средств,1316.21,наличный,Витебск,Беларусбанк-UFEW-397,04-04-2014,11:48:54,недостаточно средств,нет,0.0
физ. лицо,списание средств,4238.28,безналичный,Брест,БелАгропромбанк-DQGV-793,08-03-2009,14:19:55,недостаточно средств,да,78.66
физ. лицо,списание средств,3824.22,наличный,Минск,Приорбанк-LROV-725,27-07-2008,07:58:18,недостаточно средств,да,51.67
юр. лицо,списание средств,916.93,безналичный,Брест,Беларусбанк-DZUN-424,08-10-2007,16:36:21,недостаточно средств,да,51.29
физ. лицо,списание средств,2385.61,безналичный,Гомель,БелАгропромбанк-LBTV-571,28-01-2010,18:04:00,недостаточно средств,да,233.52
физ. лицо,списание средств,1190.59,безналичный,Витебск,МаксБанк-FLOW-631,30-10-2012,13:59:09,недостаточно средств,да,102.97
физ. лицо,списание средств,529.69,безналичный,Могилев,Белинвестбанк-KQUN-506,17-03-2023,10:01:27,недостаточно средств,нет,0.0
юр. лицо,списание средств,1337.6,наличный,Могилев,Белинвестбанк-GAKT-527,18-08-2000,02:02:52,недостаточно средств,да,71.88
юр. лицо,списание средств,3622.17,наличный,Минск,МаксБанк-HAEM-746,26-02-2010,09:12:25,недостаточно средств,да,206.11
физ. лицо,списание средств,2578.05,безналичный,Могилев,БелАгропромбанк-WBJN-986,30-05-2008,13:18:35,недостаточно средств,да,64.18
физ. лицо,списание средств,2105.24,наличный,Минск,Белинвестбанк-QWWM-001,21-10-2022,15:05:43,недостаточно средств,да,36.85
физ. лицо,списание средств,3732.65,наличный,Гомель,Беларусбанк-UEXT-069,08-09-2010,04:47:25,недостаточно средств,да,48.74
юр. лицо,списание средств,4794.5,безналичный,Гомель,Беларусбанк-KNZX-923,21-01-2013,11:05:06,недостаточно средств,да,462.37
юр. лицо,списание средств,4580.96,безналичный,Брест,МаксБанк-PNYP-994,20-02-2011,09:29:34,недостаточно средств,нет,0.0
физ. лицо,списание средств,194.15,наличный,Витебск,Приорбанк-AWNG-075,20-08-2018,02:10:58,недостаточно средств,да,13.27
юр. лицо,списание средств,3973.37,безналичный,Гродно,БелАгропромбанк-KQWE-311,22-10-2013,01:09:44,недостаточно средств,нет,0.0
юр. лицо,списание средств,2581.85,безналичный,Витебск,МаксБанк-HKXD-907,25-08-2015,04:30:51,недостаточно средств,нет,0.0
юр. лицо,списание средств,1234.01,безналичный,Минск,Белинвестбанк-HYDJ-042,12-10-2002,07:45:19,недостаточно средств,да,65.83
