Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
физ. лицо,списание средств,2180.19,безналичный,Витебск,Беларусбанк-KXDB-084,30-12-2000,00:04:40,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,3818.85,безналичный,Могилев,Беларусбанк-MUWZ-356,26-01-2007,02:11:51,неправильный ввод пин-кода,да,336.14
юр. лицо,списание средств,2642.01,безналичный,Минск,Приорбанк-LTVY-985,21-05-2002,10:57:42,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,4373.41,наличный,Минск,Приорбанк-QSVF-224,03-08-2006,05:08:14,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,4930.64,безналичный,Гродно,Приорбанк-OXBJ-159,17-06-2006,18:20:16,неправильный ввод пин-кода,да,339.9
юр. лицо,списание средств,164.52,безналичный,Гродно,БелАгропромбанк-CZZN-589,19-05-2013,15:36:14,неправильный ввод пин-кода,да,5.29
юр. лицо,списание средств,4214.41,наличный,Витебск,Белинвестбанк-CPWP-296,04-05-2000,10:12:58,неправильный ввод пин-кода,да,315.67
юр. лицо,списание средств,4803.5,наличный,Витебск,Беларусбанк-ZGTK-148,02-07-2012,12:07:31,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,488.93,безналичный,Гродно,Беларусбанк-SYQY-190,29-05-2023,05:09:55,неправильный ввод пин-кода,да,24.33
юр. лицо,списание средств,2411.58,наличный,Минск,МаксБанк-UQPY-464,11-07-2009,04:04:24,неправильный ввод пин-кода,да,112.38
юр. лицо,списание средств,4191.4,безналичный,Гродно,БелАгропромбанк-ZCNS-298,25-12-2004,06:31:21,неправильный ввод пин-кода,да,401.85
физ. лицо,списание средств,2206.07,безналичный,Минск,МаксБанк-YYQA-048,07-11-2005,16:55:21,неправильный ввод пин-кода,да,80.84
физ. лицо,списание средств,4118.37,наличный,Могилев,Белинвестбанк-ABOM-205,27-01-2015,18:42:11,неправильный ввод пин-кода,да,212.4
юр. лицо,списание средств,4504.02,безналичный,Гродно,Беларусбанк-HCQY-381,09-11-2015,11:44:13,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,1323.59,безналичный,Гродно,МаксБанк-OCML-692,09-10-2010,18:04:17,неправильный ввод пин-кода,да,80.63
физ. лицо,списание средств,3480.09,наличный,Минск,Белинвестбанк-ALJV-566,15-12-2013,18:44:15,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,2511.75,безналичный,Могилев,Белинвестбанк-VMNF-005,12-06-2013,02:07:11,неправильный ввод пин-кода,да,44.95
юр. лицо,списание средств,2394.86,безналичный,Витебск,Белинвестбанк-IEVN-290,10-07-2000,22:56:21,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,4938.23,наличный,Гомель,МаксБанк-CYUE-147,15-08-2012,06:47:05,неправильный ввод пин-кода,да,172.53
юр. лицо,списание средств,992.11,безналичный,Могилев,Беларусбанк-HGFQ-711,06-03-2021,00:07:48,неправильный ввод пин-кода,да,75.33
физ. лицо,списание средств,3518.18,наличный,Витебск,Белинвестбанк-NTHS-131,10-08-2012,16:09:36,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,4320.9,наличный,Гродно,МаксБанк-TEFX-385,10-01-2007,14:30:33,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,4303.22,наличный,Могилев,Белинвестбанк-OEDZ-468,29-09-2015,06:21:15,неправильный ввод пин-кода,да,237.39
физ. лицо,списание средств,3523.97,наличный,Минск,Беларусбанк-JJTR-118,10-05-2013,05:06:13,неправильный ввод пин-кода,да,73.68
юр. лицо,списание средств,1995.62,безналичный,Могилев,Белинвестбанк-PGOV-855,18-04-2013,18:46:45,неправильный ввод пин-кода,да,135.69
юр. лицо,списание средств,4190.88,безналичный,Могилев,БелАгропромбанк-FSNT-626,10-05-2002,05:50:53,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,828.64,безналичный,Гродно,БелАгропромбанк-PSZV-956,25-10-2009,13:44:50,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,3069.57,наличный,Гомель,Беларусбанк-XGRH-473,12-03-2010,17:34:13,неправильный ввод пин-кода,да,247.73
юр. лицо,списание средств,441.19,наличный,Витебск,БелАгропромбанк-DKLO-225,12-08-2008,09:01:57,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,1155.58,безналичный,Гродно,Приорбанк-EPNJ-618,12-05-2018,21:39:40,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,995.41,безналичный,Минск,Приорбанк-CJAQ-068,03-02-2007,01:54:52,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,2744.2,безналичный,Витебск,Белинвестбанк-ACUC-219,13-09-2003,12:27:48,неправильный ввод пин-кода,да,233.46
физ. лицо,списание средств,2688.62,наличный,Гомель,Приорбанк-NPQE-447,22-09-2000,00:47:25,неправильный ввод пин-кода,да,55.33
юр. лицо,списание средств,4964.42,наличный,Витебск,Приорбанк-XQYK-580,20-06-2008,04:19:37,неправильный ввод пин-кода,да,459.3
физ. лицо,списание средств,3065.42,безналичный,Витебск,Приорбанк-VWYO-899,21-07-2019,05:43:32,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,4193.33,безналичный,Витебск,БелАгропромбанк-TOPU-762,19-07-2007,13:05:19,неправильный ввод пин-кода,да,416.93
юр. лицо,списание средств,1724.46,безналичный,Могилев,Беларусбанк-MNVU-457,30-04-2014,07:05:28,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,1083.0,безналичный,Минск,Белинвестбанк-GWDD-764,14-08-2024,08:45:26,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,1067.76,безналичный,Брест,Беларусбанк-UMCP-845,14-06-2006,22:28:31,неправильный ввод пин-кода,да,44.57
юр. лицо,списание средств,1693.74,безналичный,Могилев,БелАгропромбанк-QOIP-290,17-05-2004,13:26:59,неправильный ввод пин-кода,да,46.01
физ. лицо,списание средств,2402.65,безналичный,Витебск,БелАгропромбанк-QEPJ-472,16-03-2010,21:51:48,неправильный ввод пин-кода,да,211.48
физ. лицо,списание средств,3602.52,безналичный,Могилев,Белинвестбанк-LYRJ-149,10-02-2011,20:43:33,неправильный ввод пин-кода,да,86.97
физ. лицо,списание средств,3172.58,безналичный,Гомель,Приорбанк-TUUT-200,30-11-2017,21:02:37,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,463.68,наличный,Гомель,Беларусбанк-ATSC-818,10-01-2017,13:00:39,неправильный ввод пин-кода,да,30.82
юр. лицо,списание средств,1932.45,безналичный,Гродно,БелАгропромбанк-GLJW-137,24-03-2022,22:49:18,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,1697.05,наличный,Минск,БелАгропромбанк-RSMF-713,31-08-2005,14:20:16,неправильный ввод пин-кода,да,74.73
физ. лицо,списание средств,1520.94,безналичный,Витебск,БелАгропромбанк-NBCQ-180,17-06-2015,02:51:09,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,2830.99,наличный,Гродно,МаксБанк-TGIW-811,20-03-2000,04:37:10,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,3216.14,безналичный,Витебск,Беларусбанк-MSWP-609,15-03-2009,13:07:15,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,3369.84,безналичный,Гомель,Беларусбанк-XZJM-022,07-03-2014,09:51:51,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,689.32,безналичный,Брест,Беларусбанк-JATN-777,10-08-2018,17:05:25,неправильный ввод пин-кода,да,50.96
физ. лицо,списание средств,1497.66,наличный,Брест,МаксБанк-NNTP-603,21-05-2024,12:20:18,неправильный ввод пин-кода,да,61.85
физ. лицо,списание средств,2499.74,наличный,Витебск,Приорбанк-JLXU-747,26-08-2010,20:44:12,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,3890.06,безналичный,Гомель,МаксБанк-NNLX-161,09-05-2015,16:46:20,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,24.15,безналичный,Могилев,Белинвестбанк-NPAK-520,20-01-2021,16:18:34,неправильный ввод пин-кода,да,0.43
физ. лицо,списание средств,2885.42,наличный,Гомель,Беларусбанк-XKNB-134,04-06-2024,13:16:08,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,3150.7,наличный,Брест,БелАгропромбанк-YTMI-130,11-11-2002,20:52:35,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,4459.77,наличный,Витебск,БелАгропромбанк-QYIH-089,16-08-2013,20:29:17,неправильный ввод пин-кода,да,193.1
физ. лицо,списание средств,123.41,наличный,Витебск,МаксБанк-ASSD-794,09-09-2005,17:28:09,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,1403.93,безналичный,Витебск,МаксБанк-UKPW-810,29-03-2022,05:30:00,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,3098.48,наличный,Гомель,БелАгропромбанк-YKQS-837,09-03-2006,17:21:52,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,1822.33,безналичный,Брест,МаксБанк-KNPS-530,22-12-2024,17:36:28,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,3806.28,безналичный,Витебск,БелАгропромбанк-GSVH-910,23-10-2002,21:59:53,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,732.01,наличный,Брест,Белинвестбанк-JTEV-113,20-07-2016,06:00:37,неправильный ввод пин-кода,да,44.63
физ. лицо,списание средств,848.18,безналичный,Могилев,Беларусбанк-IXCP-441,23-02-2002,06:36:15,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,4777.87,безналичный,Гродно,МаксБанк-KHSB-677,22-06-2017,09:14:44,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,4272.98,безналичный,Гомель,МаксБанк-IQAA-201,16-01-2009,14:18:13,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,1725.4,безналичный,Гродно,Беларусбанк-LHDU-607,02-04-2000,13:22:42,неправильный ввод пин-кода,да,76.76
юр. лицо,списание средств,1427.32,безналичный,Брест,МаксБанк-RYWI-622,24-01-2017,18:43:30,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,4388.01,безналичный,Могилев,Беларусбанк-TWZL-202,03-09-2011,04:46:11,неправильный ввод пин-кода,да,183.16
юр. лицо,списание средств,1962.51,безналичный,Гродно,Приорбанк-OEET-052,29-04-2017,23:53:22,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,28.23,безналичный,Могилев,Белинвестбанк-VUBN-059,19-08-2000,04:07:58,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,3660.7,безналичный,Витебск,Беларусбанк-VUZX-942,27-03-2006,03:33:48,неправильный ввод пин-кода,да,284.43
физ. лицо,списание средств,639.38,безналичный,Гродно,Приорбанк-YWNJ-652,11-08-2004,21:26:29,неправильный ввод пин-кода,да,61.54
физ. лицо,списание средств,2104.19,наличный,Минск,Приорбанк-ZBNI-214,05-08-2016,15:27:16,неправильный ввод пин-кода,да,140.92
физ. лицо,списание средств,167.15,безналичный,Могилев,Белинвестбанк-DENY-546,12-05-2011,20:56:26,неправильный ввод пин-кода,да,4.71
физ. лицо,списание средств,1180.69,наличный,Минск,БелАгропромбанк-HSQZ-063,16-03-2020,09:52:04,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,3336.28,безналичный,Гродно,Беларусбанк-GTEW-112,08-09-2004,22:32:52,неправильный ввод пин-кода,да,83.67
физ. лицо,списание средств,757.65,безналичный,Минск,БелАгропромбанк-IWVA-047,25-11-2007,05:36:51,неправильный ввод пин-кода,да,33.91
юр. лицо,списание средств,3146.27,безналичный,Витебск,Белинвестбанк-DUSY-734,22-01-2004,04:57:06,неправильный ввод пин-кода,да,217.77
юр. лицо,списание средств,2524.15,безналичный,Брест,МаксБанк-EVXE-503,15-06-2018,15:43:51,неправильный ввод пин-кода,да,134.3
юр. лицо,списание средств,2612.52,безналичный,Минск,Приорбанк-MONS-827,06-08-2017,10:30:26,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,1006.28,наличный,Витебск,БелАгропромбанк-JXJY-709,22-03-2005,23:44:13,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,1094.08,безналичный,Витебск,Приорбанк-UKIE-140,27-11-2019,00:06:56,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,2977.61,наличный,Гродно,Приорбанк-YEYU-976,06-11-2021,07:23:18,неправильный ввод пин-кода,да,40.56
физ. лицо,списание средств,984.69,безналичный,Гродно,Приорбанк-HGGB-053,07-10-2000,17:37:26,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,1796.77,безналичный,Гродно,Приорбанк-LQXV-206,31-03-2017,17:17:54,неправильный ввод пин-кода,да,90.58
юр. лицо,списание средств,2070.71,безналичный,Гомель,Беларусбанк-GOOK-642,21-08-2006,08:04:39,неправильный ввод пин-кода,да,146.12
юр. лицо,списание средств,2838.34,наличный,Минск,Белинвестбанк-MRPS-662,06-10-2024,18:08:45,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,598.78,наличный,Брест,МаксБанк-CTTZ-617,22-11-2024,14:14:03,неправильный ввод пин-кода,да,30.86
юр. лицо,списание средств,1949.3,безналичный,Могилев,Приорбанк-ISFN-204,09-03-2017,02:57:25,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,4654.17,безналичный,Гродно,Беларусбанк-FUHE-143,11-12-2015,01:23:23,неправильный ввод пин-кода,да,304.82
физ. лицо,списание средств,4393.24,безналичный,Брест,Приорбанк-TCLC-893,06-04-2014,08:16:36,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,2967.71,безналичный,Гомель,МаксБанк-AARH-441,25-09-2019,16:47:48,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,4998.56,безналичный,Гомель,Белинвестбанк-DBWH-243,13-01-2015,05:59:41,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,3249.29,наличный,Минск,МаксБанк-TALF-078,20-01-2004,05:26:59,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,2504.09,наличный,Могилев,БелАгропромбанк-VOOV-554,31-12-2001,14:17:40,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,3244.43,наличный,Брест,МаксБанк-QZPU-449,06-11-2001,02:38:57,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,1080.41,наличный,Минск,Приорбанк-ERMO-080,08-05-2023,20:58:47,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,1834.35,наличный,Витебск,Беларусбанк-TCVU-128,21-04-2009,04:20:07,неправильный ввод пин-кода,да,179.42
физ. лицо,списание средств,1817.71,наличный,Брест,Приорбанк-VZYZ-360,11-12-2020,05:49:05,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,1259.4,наличный,Витебск,БелАгропромбанк-EXYI-879,30-06-2000,10:17:04,неправильный ввод пин-кода,да,54.34
физ. лицо,списание средств,4911.74,безналичный,Гомель,МаксБанк-ICAI-262,21-11-2021,23:18:38,неправильный ввод пин-кода,да,258.82
физ. лицо,списание средств,4834.26,наличный,Могилев,Приорбанк-TBGG-518,10-05-2000,15:00:08,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,1606.47,наличный,Могилев,Приорбанк-UXXY-491,26-09-2022,07:04:35,неправильный ввод пин-кода,да,47.31
юр. лицо,списание средств,4329.99,безналичный,Минск,Белинвестбанк-KTVU-590,29-01-2004,22:47:35,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,1637.5,безналичный,Гомель,БелАгропромбанк-MYST-739,07-07-2002,21:26:03,неправильный ввод пин-кода,да,83.66
юр. лицо,списание средств,3962.92,наличный,Могилев,Белинвестбанк-KNZB-050,10-10-2019,00:30:35,неправильный ввод пин-кода,да,390.89
физ. лицо,списание средств,2140.86,безналичный,Гродно,БелАгропромбанк-QYFB-037,15-06-2000,07:50:00,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,4542.64,безналичный,Витебск,Белинвестбанк-PHMN-033,25-04-2007,03:36:49,неправильный ввод пин-кода,да,386.48
физ. лицо,списание средств,4110.4,безналичный,Витебск,Приорбанк-VPUN-054,03-04-2000,09:38:23,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,80.6,наличный,Брест,Беларусбанк-BGEX-174,24-01-2022,10:47:18,неправильный ввод пин-кода,да,7.51
физ. лицо,списание средств,3282.53,безналичный,Брест,Приорбанк-ESJW-039,18-06-2024,01:45:11,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,1190.41,наличный,Могилев,МаксБанк-FHYT-519,19-10-2001,01:18:23,неправильный ввод пин-кода,да,33.67
физ. лицо,списание средств,1790.18,безналичный,Минск,Беларусбанк-GNQO-544,10-01-2008,12:04:31,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,3232.31,наличный,Гродно,Беларусбанк-MSBQ-285,14-10-2002,11:46:29,неправильный ввод пин-кода,да,39.34
юр. лицо,списание средств,1495.12,наличный,Гродно,Приорбанк-MDWX-868,14-02-2014,00:25:42,неправильный ввод пин-кода,да,85.9
физ. лицо,списание средств,17.77,наличный,Витебск,Беларусбанк-OTPU-970,27-01-2008,05:22:32,неправильный ввод пин-кода,да,1.38
физ. лицо,списание средств,2466.06,наличный,Витебск,Беларусбанк-UBBC-176,03-03-2010,21:34:03,неправильный ввод пин-кода,да,26.87
юр. лицо,списание средств,2205.31,наличный,Гомель,Приорбанк-RSBC-838,24-09-2004,00:35:27,неправильный ввод пин-кода,да,85.7
физ. лицо,списание средств,1299.0,безналичный,Могилев,Белинвестбанк-NHKJ-216,22-05-2000,00:42:44,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,1867.07,безналичный,Витебск,Приорбанк-DJFO-730,10-11-2006,10:01:10,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,4010.11,безналичный,Могилев,БелАгропромбанк-LLGP-230,20-05-2009,10:44:08,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,626.96,наличный,Минск,БелАгропромбанк-NISN-661,10-05-2016,21:53:47,неправильный ввод пин-кода,да,11.72
физ. лицо,списание средств,1270.92,наличный,Витебск,Беларусбанк-UPBB-047,19-12-2007,04:25:15,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,2683.83,наличный,Витебск,Приорбанк-RJRQ-322,15-06-2015,14:21:47,неправильный ввод пин-кода,да,66.36
физ. лицо,списание средств,4548.64,наличный,Брест,Приорбанк-YLYU-475,12-10-2019,22:36:55,неправильный ввод пин-кода,да,136.35
юр. лицо,списание средств,1197.33,безналичный,Могилев,Приорбанк-FDKU-435,18-06-2008,08:42:08,неправильный ввод пин-кода,да,104.76
физ. лицо,списание средств,4999.81,наличный,Брест,МаксБанк-ZXZN-343,10-08-2023,17:13:10,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,825.85,безналичный,Гродно,Беларусбанк-HKLI-845,21-05-2011,20:38:39,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,3391.5,наличный,Брест,Приорбанк-YDQO-670,31-08-2014,05:10:14,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,4290.35,наличный,Могилев,БелАгропромбанк-DNXV-828,19-04-2014,22:46:40,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,549.16,наличный,Могилев,Белинвестбанк-OQYB-261,22-09-2023,10:08:15,неправильный ввод пин-кода,да,32.63
физ. лицо,списание средств,1104.54,наличный,Минск,БелАгропромбанк-OIHI-523,28-12-2011,04:18:19,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,2831.75,безналичный,Витебск,Беларусбанк-TAHJ-767,24-02-2008,12:49:57,неправильный ввод пин-кода,да,161.42
юр. лицо,списание средств,4177.42,безналичный,Брест,Беларусбанк-COKL-260,02-01-2007,15:30:35,неправильный ввод пин-кода,да,214.73
физ. лицо,списание средств,2214.62,наличный,Брест,Приорбанк-QLYG-078,02-12-2003,22:31:38,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,760.63,безналичный,Витебск,Белинвестбанк-TQYY-088,31-03-2023,08:19:52,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,2567.26,безналичный,Могилев,МаксБанк-XORX-096,20-09-2001,07:39:48,неправильный ввод пин-кода,да,179.26
физ. лицо,списание средств,3421.02,наличный,Гродно,Приорбанк-DICK-717,07-02-2019,05:11:43,неправильный ввод пин-кода,да,63.41
физ. лицо,списание средств,1287.68,наличный,Гродно,Белинвестбанк-VKZP-311,06-10-2003,14:19:00,неправильный ввод пин-кода,да,66.16
физ. лицо,списание средств,43.95,наличный,Брест,Приорбанк-DUHK-801,20-11-2001,16:58:26,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,1500.31,безналичный,Минск,БелАгропромбанк-SNHA-182,07-07-2020,01:22:50,неправильный ввод пин-кода,да,89.11
физ. лицо,списание средств,4008.75,безналичный,Могилев,МаксБанк-OHJC-842,29-03-2001,21:04:48,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,1772.25,наличный,Гродно,МаксБанк-FRPL-454,17-03-2011,07:50:11,неправильный ввод пин-кода,да,47.28
физ. лицо,списание средств,1063.3,безналичный,Брест,Белинвестбанк-OCGE-436,08-09-2015,23:49:31,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,486.9,наличный,Минск,МаксБанк-WAIU-613,19-02-2002,23:36:39,неправильный ввод пин-кода,да,21.52
юр. лицо,списание средств,3078.23,наличный,Витебск,БелАгропромбанк-JLQQ-583,23-05-2014,19:53:35,неправильный ввод пин-кода,да,295.66
юр. лицо,списание средств,4961.48,безналичный,Могилев,Белинвестбанк-VWST-222,31-12-2013,20:05:24,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,522.58,наличный,Минск,Приорбанк-QZXM-127,12-05-2009,06:09:40,неправильный ввод пин-кода,да,17.09
физ. лицо,списание средств,1262.73,безналичный,Гомель,Белинвестбанк-ZUUD-803,08-02-2024,04:45:00,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,1266.69,безналичный,Витебск,Приорбанк-DDIJ-124,15-07-2024,11:43:13,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,2754.93,безналичный,Брест,МаксБанк-GUVD-287,07-04-2003,06:04:54,неправильный ввод пин-кода,да,125.7
физ. лицо,списание средств,1465.1,безналичный,Минск,Белинвестбанк-UVZO-455,05-10-2011,22:39:58,неправильный ввод пин-кода,да,44.98
физ. лицо,списание средств,3431.42,наличный,Могилев,МаксБанк-DDZR-197,02-05-2008,13:47:33,неправильный ввод пин-кода,да,53.43
физ. лицо,списание средств,3456.54,безналичный,Витебск,Белинвестбанк-PGLF-703,13-08-2022,11:18:58,неправильный ввод пин-кода,да,139.85
физ. лицо,списание средств,4521.43,безналичный,Брест,Белинвестбанк-NOHK-931,09-05-2007,09:22:14,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,1057.62,наличный,Гомель,БелАгропромбанк-CYKQ-747,18-03-2004,15:51:20,неправильный ввод пин-кода,да,53.61
юр. лицо,списание средств,1273.12,безналичный,Могилев,БелАгропромбанк-FQMA-122,06-04-2013,20:47:38,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,1538.74,наличный,Гродно,МаксБанк-NPLV-477,06-02-2018,09:08:40,неправильный ввод пин-кода,да,146.27
юр. лицо,списание средств,1255.12,наличный,Минск,Приорбанк-YMRN-236,28-10-2013,13:14:53,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,3916.89,безналичный,Могилев,Беларусбанк-YUOL-972,24-09-2021,09:28:12,неправильный ввод пин-кода,да,361.78
юр. лицо,списание средств,868.34,наличный,Могилев,БелАгропромбанк-PYQG-441,15-05-2010,07:22:41,неправильный ввод пин-кода,да,74.08
юр. лицо,списание средств,3777.49,безналичный,Минск,Белинвестбанк-TBAK-740,03-09-2003,12:59:54,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,1529.21,безналичный,Брест,Белинвестбанк-EEKS-967,25-10-2015,17:42:36,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,3957.38,наличный,Гомель,БелАгропромбанк-SAEB-910,19-02-2009,15:10:20,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,1380.33,безналичный,Гродно,Приорбанк-UKAF-615,14-03-2000,07:50:19,неправильный ввод пин-кода,да,80.55
физ. лицо,списание средств,4295.47,наличный,Гродно,Белинвестбанк-RNOQ-912,23-06-2007,00:56:42,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,2670.98,безналичный,Брест,Приорбанк-BHAZ-174,06-06-2005,21:47:45,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,4003.74,безналичный,Минск,Белинвестбанк-XNCX-538,03-02-2015,00:40:56,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,2269.75,наличный,Могилев,Приорбанк-DVQZ-483,10-12-2020,08:10:05,неправильный ввод пин-кода,да,54.01
юр. лицо,списание средств,1369.86,безналичный,Гродно,МаксБанк-QPQV-619,03-06-2009,23:10:45,неправильный ввод пин-кода,да,112.76
юр. лицо,списание средств,4782.57,наличный,Брест,Приорбанк-BDWQ-343,01-03-2009,22:59:52,неправильный ввод пин-кода,да,302.08
физ. лицо,списание средств,1120.26,безналичный,Гомель,МаксБанк-XSWK-398,02-03-2002,17:17:29,неправильный ввод пин-кода,да,77.41
физ. лицо,списание средств,4859.42,наличный,Гродно,Белинвестбанк-PJNH-864,27-12-2010,22:05:45,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,3903.02,наличный,Могилев,Беларусбанк-OJXL-316,15-01-2024,13:48:41,неправильный ввод пин-кода,да,118.7
юр. лицо,списание средств,860.91,безналичный,Могилев,Приорбанк-QGYQ-944,08-09-2003,14:41:15,неправильный ввод пин-кода,да,27.74
юр. лицо,списание средств,733.99,наличный,Гродно,БелАгропромбанк-POZD-596,22-07-2021,13:17:27,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,1544.67,наличный,Минск,Беларусбанк-HXBL-692,24-07-2007,21:14:52,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,2614.55,безналичный,Минск,БелАгропромбанк-BJAN-677,13-08-2013,14:20:52,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,1704.04,безналичный,Гомель,Беларусбанк-UVPZ-638,31-07-2008,08:16:51,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,4806.81,безналичный,Витебск,БелАгропромбанк-UQTT-128,05-07-2020,17:41:54,неправильный ввод пин-кода,да,393.75
физ. лицо,списание средств,4007.97,наличный,Гродно,МаксБанк-WUEF-629,27-10-2013,11:39:54,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,489.97,безналичный,Брест,МаксБанк-IZEL-054,24-01-2017,16:32:26,неправильный ввод пин-кода,да,21.72
физ. лицо,списание средств,2568.25,наличный,Брест,Беларусбанк-DOLY-143,03-09-2002,15:46:34,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,3935.08,безналичный,Брест,Приорбанк-BMMH-282,24-07-2012,23:06:31,неправильный ввод пин-кода,да,49.73
юр. лицо,списание средств,3354.61,наличный,Витебск,Беларусбанк-ZPEY-184,24-02-2004,04:15:58,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,2462.42,наличный,Минск,Белинвестбанк-ISLK-886,19-09-2010,02:57:58,неправильный ввод пин-кода,да,130.3
